250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.614,232.950,-64.285,-0.293,-0.256,0.082,-0.917,249.770,231.162,-63.380,0.000,0.000,0.000,1.000
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.614,232.950,-64.285,-0.293,-0.256,0.082,-0.917,0.000,0.000,0.000,0.000,0.000,0.000,1.000
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.614,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.612,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.610,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.608,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.606,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.604,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.602,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.600,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.598,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.596,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.594,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.592,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.590,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.588,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.586,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.584,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.582,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.580,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.578,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.576,232.950,-64.285,-0.293,-0.256,0.082,-0.917,252.272,233.066,-62.931,-0.378,0.553,-0.311,-0.674
